model,user_id,rank,item_id,title,genres,score
hybrid,10,6,593,"Silence of the Lambs, The (1991)",Drama|Thriller,0.7913743853569031
hybrid,10,7,858,"Godfather, The (1972)",Action|Crime|Drama,0.7850217819213867
hybrid,10,8,608,Fargo (1996),Crime|Drama|Thriller,0.7577669620513916
hybrid,10,9,1394,Raising Arizona (1987),Comedy,0.7507141828536987
hybrid,10,10,21,Get Shorty (1995),Action|Comedy|Drama,0.7376471757888794
hybrid,11,1,1968,"Breakfast Club, The (1985)",Comedy|Drama,0.8029286861419678
hybrid,11,2,1270,Back to the Future (1985),Comedy|Sci-Fi,0.7997469902038574
hybrid,11,3,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.7993156909942627
hybrid,11,4,1259,Stand by Me (1986),Adventure|Comedy|Drama,0.7968037128448486
hybrid,11,5,1265,Groundhog Day (1993),Comedy|Romance,0.7863469123840332
hybrid,11,6,2396,Shakespeare in Love (1998),Comedy|Romance,0.7842767238616943
hybrid,11,7,2028,Saving Private Ryan (1998),Action|Drama|War,0.7797202467918396
hybrid,11,8,296,Pulp Fiction (1994),Crime|Drama,0.7656822204589844
hybrid,11,9,858,"Godfather, The (1972)",Action|Crime|Drama,0.7631700038909912
hybrid,11,10,34,Babe (1995),Children's|Comedy|Drama,0.759558916091919
hybrid,12,1,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.9236442446708679
hybrid,12,2,2858,American Beauty (1999),Comedy|Drama,0.9021940231323242
hybrid,12,3,608,Fargo (1996),Crime|Drama|Thriller,0.9009610414505005
hybrid,12,4,296,Pulp Fiction (1994),Crime|Drama,0.8870656490325928
hybrid,12,5,2028,Saving Private Ryan (1998),Action|Drama|War,0.8785788416862488
hybrid,12,6,318,"Shawshank Redemption, The (1994)",Drama,0.8642219305038452
hybrid,12,7,110,Braveheart (1995),Action|Drama|War,0.8362224102020264
hybrid,12,8,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.8223744630813599
hybrid,12,9,3578,Gladiator (2000),Action|Drama,0.8132171630859375
hybrid,12,10,527,Schindler's List (1993),Drama|War,0.8078984022140503
hybrid,13,1,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,0.8304654359817505
hybrid,13,2,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.8000444769859314
hybrid,13,3,858,"Godfather, The (1972)",Action|Crime|Drama,0.7861133813858032
hybrid,13,4,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,0.7659754157066345
hybrid,13,5,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.765018105506897
hybrid,13,6,2858,American Beauty (1999),Comedy|Drama,0.7634234428405762
hybrid,13,7,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.7541549205780029
hybrid,13,8,457,"Fugitive, The (1993)",Action|Thriller,0.753528892993927
hybrid,13,9,3578,Gladiator (2000),Action|Drama,0.740817666053772
hybrid,13,10,608,Fargo (1996),Crime|Drama|Thriller,0.7316008806228638
hybrid,14,1,2858,American Beauty (1999),Comedy|Drama,0.9475752115249634
hybrid,14,2,318,"Shawshank Redemption, The (1994)",Drama,0.8760433793067932
hybrid,14,3,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.8694477677345276
hybrid,14,4,2028,Saving Private Ryan (1998),Action|Drama|War,0.8657466173171997
hybrid,14,5,858,"Godfather, The (1972)",Action|Crime|Drama,0.8579034805297852
hybrid,14,6,593,"Silence of the Lambs, The (1991)",Drama|Thriller,0.8495738506317139
hybrid,14,7,608,Fargo (1996),Crime|Drama|Thriller,0.8430838584899902
hybrid,14,8,527,Schindler's List (1993),Drama|War,0.8274871110916138
hybrid,14,9,110,Braveheart (1995),Action|Drama|War,0.8135363459587097
hybrid,14,10,912,Casablanca (1942),Drama|Romance|War,0.8124521970748901
hybrid,15,1,608,Fargo (1996),Crime|Drama|Thriller,0.8945701122283936
hybrid,15,2,858,"Godfather, The (1972)",Action|Crime|Drama,0.8631136417388916
hybrid,15,3,296,Pulp Fiction (1994),Crime|Drama,0.8152118921279907
hybrid,15,4,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0.812283992767334
hybrid,15,5,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,0.7940957546234131
hybrid,15,6,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.7861117720603943
hybrid,15,7,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.7736549377441406
hybrid,15,8,1259,Stand by Me (1986),Adventure|Comedy|Drama,0.7603544592857361
hybrid,15,9,1036,Die Hard (1988),Action|Thriller,0.7577051520347595
hybrid,15,10,1358,Sling Blade (1996),Drama|Thriller,0.752660870552063
hybrid,16,1,2858,American Beauty (1999),Comedy|Drama,0.9651650190353394
hybrid,16,2,2396,Shakespeare in Love (1998),Comedy|Romance,0.9317067861557007
hybrid,16,3,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.8612667322158813
hybrid,16,4,1270,Back to the Future (1985),Comedy|Sci-Fi,0.8527687788009644
hybrid,16,5,1,Toy Story (1995),Animation|Children's|Comedy,0.8527653813362122
hybrid,16,6,1265,Groundhog Day (1993),Comedy|Romance,0.8492434024810791
hybrid,16,7,1136,Monty Python and the Holy Grail (1974),Comedy,0.8363049030303955
hybrid,16,8,2997,Being John Malkovich (1999),Comedy,0.832005500793457
hybrid,16,9,1307,When Harry Met Sally... (1989),Comedy|Romance,0.8319747447967529
hybrid,16,10,2918,Ferris Bueller's Day Off (1986),Comedy,0.8132345080375671
hybrid,17,1,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,0.8101204633712769
hybrid,17,2,608,Fargo (1996),Crime|Drama|Thriller,0.8007255792617798
hybrid,17,3,858,"Godfather, The (1972)",Action|Crime|Drama,0.8006008863449097
hybrid,17,4,1198,Raiders of the Lost Ark (1981),Action|Adventure,0.7979074120521545
hybrid,17,5,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.7562594413757324
hybrid,17,6,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,0.7284804582595825
hybrid,17,7,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,0.7197661995887756
hybrid,17,8,1036,Die Hard (1988),Action|Thriller,0.7082625031471252
hybrid,17,9,1259,Stand by Me (1986),Adventure|Comedy|Drama,0.7019122838973999
hybrid,17,10,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,0.6909132599830627
hybrid,18,1,858,"Godfather, The (1972)",Action|Crime|Drama,0.8817473649978638
hybrid,18,2,318,"Shawshank Redemption, The (1994)",Drama,0.8486999273300171
hybrid,18,3,593,"Silence of the Lambs, The (1991)",Drama|Thriller,0.8355951905250549
hybrid,18,4,608,Fargo (1996),Crime|Drama|Thriller,0.8219252824783325
hybrid,18,5,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,0.8096979856491089
hybrid,18,6,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,0.7945861220359802
hybrid,18,7,480,Jurassic Park (1993),Action|Adventure|Sci-Fi,0.7765457034111023
hybrid,18,8,1270,Back to the Future (1985),Comedy|Sci-Fi,0.7677938938140869
hybrid,18,9,2804,"Christmas Story, A (1983)",Comedy|Drama,0.7483137249946594
hybrid,18,10,1222,Full Metal Jacket (1987),Action|Drama|War,0.7454676628112793
hybrid,19,1,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.8956795930862427
hybrid,19,2,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.8191384077072144
hybrid,19,3,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.8132806420326233
hybrid,19,4,457,"Fugitive, The (1993)",Action|Thriller,0.8045250773429871
hybrid,19,5,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,0.7798399925231934
hybrid,19,6,608,Fargo (1996),Crime|Drama|Thriller,0.7742408514022827
hybrid,19,7,2396,Shakespeare in Love (1998),Comedy|Romance,0.7719347476959229
hybrid,19,8,3578,Gladiator (2000),Action|Drama,0.7637932896614075
hybrid,19,9,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,0.7550852298736572
hybrid,19,10,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.750359296798706
hybrid,20,1,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.9416183829307556
hybrid,20,2,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.8953119516372681
hybrid,20,3,858,"Godfather, The (1972)",Action|Crime|Drama,0.8712993860244751
hybrid,20,4,1198,Raiders of the Lost Ark (1981),Action|Adventure,0.8627105355262756
hybrid,20,5,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.8464822769165039
hybrid,20,6,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.8412437438964844
hybrid,20,7,1036,Die Hard (1988),Action|Thriller,0.8382841348648071
hybrid,20,8,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.8284283876419067
hybrid,20,9,1610,"Hunt for Red October, The (1990)",Action|Thriller,0.827033281326294
hybrid,20,10,480,Jurassic Park (1993),Action|Adventure|Sci-Fi,0.8232787251472473
hybrid,21,1,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.8937020897865295
hybrid,21,2,480,Jurassic Park (1993),Action|Adventure|Sci-Fi,0.8717547059059143
hybrid,21,3,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.8263747692108154
hybrid,21,4,457,"Fugitive, The (1993)",Action|Thriller,0.8078402876853943
hybrid,21,5,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,0.8034355640411377
hybrid,21,6,1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,0.7978928685188293
hybrid,21,7,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0.7893509268760681
hybrid,21,8,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,0.7884027361869812
hybrid,21,9,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,0.7803510427474976
hybrid,21,10,1527,"Fifth Element, The (1997)",Action|Sci-Fi,0.7716195583343506
hybrid,22,1,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.8714044690132141
hybrid,22,2,1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,0.854651153087616
hybrid,22,3,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,0.8460615277290344
hybrid,22,4,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.8406270742416382
hybrid,22,5,593,"Silence of the Lambs, The (1991)",Drama|Thriller,0.8374397158622742
hybrid,22,6,2028,Saving Private Ryan (1998),Action|Drama|War,0.8192716240882874
hybrid,22,7,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.8031128644943237
hybrid,22,8,457,"Fugitive, The (1993)",Action|Thriller,0.7771944403648376
hybrid,22,9,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,0.7750536799430847
hybrid,22,10,2396,Shakespeare in Love (1998),Comedy|Romance,0.7658699750900269
hybrid,23,1,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,0.8967669010162354
hybrid,23,2,1270,Back to the Future (1985),Comedy|Sci-Fi,0.8543254137039185
hybrid,23,3,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.8524690866470337
hybrid,23,4,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.8360515832901001
hybrid,23,5,1198,Raiders of the Lost Ark (1981),Action|Adventure,0.8277534246444702
hybrid,23,6,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.8235952854156494
hybrid,23,7,2028,Saving Private Ryan (1998),Action|Drama|War,0.8129614591598511
hybrid,23,8,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.7898383140563965
hybrid,23,9,457,"Fugitive, The (1993)",Action|Thriller,0.7849870324134827
hybrid,23,10,110,Braveheart (1995),Action|Drama|War,0.7589232921600342
hybrid,24,1,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.866115927696228
hybrid,24,2,2804,"Christmas Story, A (1983)",Comedy|Drama,0.7902939915657043
hybrid,24,3,356,Forrest Gump (1994),Comedy|Romance|War,0.7774330973625183
hybrid,24,4,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.7741116285324097
hybrid,24,5,1784,As Good As It Gets (1997),Comedy|Drama,0.7716448903083801
hybrid,24,6,2997,Being John Malkovich (1999),Comedy,0.7694865465164185
hybrid,24,7,1136,Monty Python and the Holy Grail (1974),Comedy,0.7603802680969238
hybrid,24,8,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,0.7595013380050659
hybrid,24,9,34,Babe (1995),Children's|Comedy|Drama,0.7585557699203491
hybrid,24,10,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,0.7382836937904358
hybrid,25,1,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,0.8895477056503296
hybrid,25,2,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0.8810558915138245
hybrid,25,3,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.8494389653205872
hybrid,25,4,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.8386898040771484
hybrid,25,5,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,0.8264150619506836
hybrid,25,6,2858,American Beauty (1999),Comedy|Drama,0.8192157745361328
hybrid,25,7,110,Braveheart (1995),Action|Drama|War,0.8139771223068237
hybrid,25,8,858,"Godfather, The (1972)",Action|Crime|Drama,0.8067338466644287
hybrid,25,9,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.7981311082839966
hybrid,25,10,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.7935184240341187
